task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank
6e4f6532__0,6e4f6532,Public Eval,0,3,3,1.0,560.753,397.125,1.3333333333333333,1.0,0.8722901736320227,0.15426801983970553,-0.7556087880578228,,,2.0,2.0,30.0,28.0,840.0,7.0,30.0,28.0,840.0,7.0,1.0,371.0
9772c176__0,9772c176,Public Train,0,9,8,0.8888888888888888,127.86422222222222,72.037,1.0,1.0,0.8457720425867676,0.20808475542902027,-0.7651265709191158,0.6656223168623694,2.7140537879275066,2.0,1.0,20.0,20.0,400.0,2.0,20.0,20.0,400.0,3.0,1.0,372.0
78e78cff__0,78e78cff,Public Train,0,9,7,0.7777777777777778,108.70177777777778,72.04,1.0,1.0,0.7338772419845213,0.2088470587265877,-0.7793002880082318,0.9151170873749624,3.2623476989133104,2.0,1.0,12.0,12.0,144.0,3.0,12.0,12.0,144.0,3.0,1.0,373.0
df8cc377__0,df8cc377,Public Train,0,9,9,1.0,157.11677777777777,135.635,1.0,1.0,0.9557671409453299,0.04865702566098603,-0.7851486111147616,,,3.0,1.0,22.0,26.0,572.0,7.0,22.0,26.0,572.0,7.0,1.0,374.0
20981f0e__0,20981f0e,Public Train,0,9,9,1.0,143.47055555555556,111.277,1.1111111111111112,1.0,0.955732151551185,0.047039359721564526,-0.7857683289062615,,,3.0,1.0,17.0,13.0,221.0,3.0,17.0,13.0,221.0,3.0,1.0,375.0
5289ad53__0,5289ad53,Public Train,0,9,8,0.8888888888888888,91.742,81.909,2.4444444444444446,1.0,0.8442934186539204,0.3229536271585767,-0.7916522934935443,0.4721637957256144,2.6818783284562793,4.0,1.0,15.0,10.0,150.0,3.0,2.0,3.0,6.0,2.0,0.04,376.0
13713586__0,13713586,Public Train,0,9,8,0.8888888888888888,142.82955555555554,95.375,1.1111111111111112,1.0,0.8442939683403018,0.3224189868797305,-0.7917193664969666,0.49831636390550194,2.2268254259677303,3.0,1.0,19.0,18.0,342.0,6.0,19.0,18.0,342.0,6.0,1.0,377.0
1da012fc__0,1da012fc,Public Train,0,9,8,0.8888888888888888,125.5977777777778,83.598,1.3333333333333333,1.0,0.8442904375165763,0.08637291800313888,-0.7917685679972926,0.9260246526931063,4.773792060246647,2.0,1.0,19.0,25.0,475.0,8.0,19.0,25.0,475.0,7.0,1.0,378.0
e9ac8c9e__0,e9ac8c9e,Public Train,0,9,9,1.0,132.10544444444446,117.332,1.1111111111111112,1.0,0.9549578252164387,0.05100087261611226,-0.7997817642810032,,,3.0,1.0,15.0,15.0,225.0,8.0,15.0,15.0,225.0,7.0,1.0,379.0
31adaf00__0,31adaf00,Public Train,0,10,9,0.9,81.50309999999999,71.712,1.8,1.0,0.859366135827021,2.4229911952191636,-0.8017111056542505,-0.19296817680950107,-0.47976779240874956,3.0,1.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,3.0,1.0,380.0
62ab2642__0,62ab2642,Public Train,0,8,8,1.0,79.5425,54.2615,1.375,1.0,0.949129343262485,0.054818236075874924,-0.8028640974198241,,,3.0,1.0,5.0,12.0,60.0,2.0,5.0,12.0,60.0,4.0,1.0,381.0
b15fca0b__0,b15fca0b,Public Train,0,9,8,0.8888888888888888,109.43188888888888,72.001,1.3333333333333333,1.0,0.8433303941091275,0.5120221686488293,-0.809107712850456,0.18878968139582067,1.187495136076103,5.0,1.0,10.0,10.0,100.0,3.0,10.0,10.0,100.0,4.0,1.0,382.0
e3721c99__1,e3721c99,Public Eval,1,10,8,0.8,115.3925,91.8115,2.2,2.0,0.758912717420218,0.2595214916104923,-0.8111559791504478,0.6920029216085786,2.699719129816435,2.0,2.0,30.0,30.0,900.0,6.0,30.0,30.0,900.0,5.0,1.0,383.0
15696249__0,15696249,Public Train,0,9,9,1.0,143.49588888888889,90.898,2.0,1.0,0.953355611144058,0.0509159295335273,-0.8285250533441487,,,4.0,1.0,3.0,3.0,9.0,3.0,9.0,9.0,81.0,4.0,9.0,384.0
f8cc533f__1,f8cc533f,Public Train,1,9,9,1.0,117.1812222222222,104.246,1.3333333333333333,1.0,0.9533517840768315,0.050939395520292,-0.828548522596184,,,3.0,2.0,22.0,22.0,484.0,5.0,22.0,22.0,484.0,5.0,1.0,385.0
4364c1c4__0,4364c1c4,Public Train,0,9,8,0.8888888888888888,197.10733333333332,247.584,2.2222222222222223,2.0,0.8421039322578399,0.20999530901299768,-0.831156851722544,0.8782509952973118,2.4205463326488394,3.0,1.0,14.0,13.0,182.0,4.0,14.0,13.0,182.0,4.0,1.0,386.0
53fb4810__0,53fb4810,Public Eval,0,9,8,0.8888888888888888,119.15555555555557,97.269,1.2222222222222223,1.0,0.8420411298088638,0.093641779362865,-0.8323114481132635,0.9087726812603286,4.733830797619792,2.0,1.0,25.0,18.0,450.0,8.0,25.0,18.0,450.0,8.0,1.0,387.0
68bc2e87__0,68bc2e87,Public Train,0,9,9,1.0,142.78833333333333,98.525,2.111111111111111,1.0,0.9529943418674764,0.05036325348516953,-0.835104517266744,,,4.0,1.0,18.0,19.0,342.0,6.0,5.0,1.0,5.0,5.0,0.014619883040935672,388.0
13e47133__0,13e47133,Public Eval,0,3,3,1.0,1214.0273333333334,1053.037,2.6666666666666665,2.0,0.8579592664082237,0.18236988960812753,-0.8411225905438784,,,3.0,2.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,7.0,1.0,389.0
bcb3040b__0,bcb3040b,Public Train,0,9,9,1.0,103.66644444444445,81.206,1.1111111111111112,1.0,0.9526502781258545,0.05026607311461011,-0.8412704535066539,,,3.0,1.0,18.0,18.0,324.0,3.0,18.0,18.0,324.0,4.0,1.0,390.0
db615bd4__0,db615bd4,Public Train,0,9,8,0.8888888888888888,250.71911111111115,205.23,2.6666666666666665,2.0,0.841329691919147,0.3824772968258215,-0.8450676514859646,0.4733922224478482,1.2147539028503638,3.0,1.0,25.0,25.0,625.0,6.0,25.0,25.0,625.0,6.0,1.0,391.0
3490cc26__0,3490cc26,Public Train,0,9,9,1.0,179.35522222222224,106.731,2.0,1.0,0.952316635955227,0.051648782214914084,-0.8471977221628209,,,4.0,1.0,22.0,23.0,506.0,3.0,22.0,23.0,506.0,4.0,1.0,392.0
f3b10344__0,f3b10344,Public Train,0,9,8,0.8888888888888888,162.63266666666667,117.218,2.3333333333333335,2.0,0.8408222902550921,0.1621205225860519,-0.8542669155267216,0.7983018284802351,3.149012467421114,3.0,1.0,30.0,29.0,870.0,4.0,30.0,29.0,870.0,5.0,1.0,393.0
72a961c9__0,72a961c9,Public Train,0,9,8,0.8888888888888888,91.17277777777778,82.046,1.1111111111111112,1.0,0.8404409869891274,0.24397964776325937,-0.8612036271097006,0.667644449223392,2.2847798013097385,4.0,1.0,9.0,11.0,99.0,4.0,9.0,11.0,99.0,4.0,1.0,394.0
69889d6e__0,69889d6e,Public Train,0,9,9,1.0,80.531,80.031,1.4444444444444444,1.0,0.9512330766120888,0.05259107459001165,-0.8667420941533226,,,4.0,1.0,10.0,10.0,100.0,3.0,10.0,10.0,100.0,3.0,1.0,395.0
c87289bb__0,c87289bb,Public Train,0,9,8,0.8888888888888888,107.76177777777778,96.274,2.111111111111111,2.0,0.8399571029989202,0.4025433995884009,-0.8697497912300801,0.4881867483220124,1.5041421502689962,4.0,1.0,10.0,15.0,150.0,3.0,10.0,15.0,150.0,3.0,1.0,396.0
67e490f4__0,67e490f4,Public Eval,0,4,4,1.0,259.55975,245.51,1.0,1.0,0.8897809563123572,0.12938799049742114,-0.8708970900759786,,,2.0,1.0,30.0,30.0,900.0,8.0,7.0,30.0,210.0,6.0,0.23333333333333334,397.0
97239e3d__0,97239e3d,Public Train,0,9,8,0.8888888888888888,128.9988888888889,128.526,1.6666666666666667,1.0,0.8398290243029365,0.25876840212691626,-0.8721588162281639,0.4453426993355486,2.8467743196457493,3.0,1.0,17.0,17.0,289.0,4.0,17.0,17.0,289.0,4.0,1.0,398.0
575b1a71__0,575b1a71,Public Train,0,8,7,0.875,74.30725,81.2435,0.875,1.0,0.8191803183405976,0.13555148014016805,-0.8821149659800462,0.8146439174772476,4.109883658809662,3.0,1.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,5.0,1.0,399.0
e7639916__0,e7639916,Public Train,0,9,8,0.8888888888888888,112.03222222222223,97.373,1.2222222222222223,1.0,0.8391396400537396,0.5317804855817452,-0.8845195448277257,0.12175901220471891,1.3250648665301263,3.0,1.0,14.0,13.0,182.0,2.0,14.0,13.0,182.0,3.0,1.0,400.0
da6e95e5__1,da6e95e5,Public Train,1,9,8,0.8888888888888888,83.43722222222222,57.812,1.5555555555555556,1.0,0.8390907224897965,0.2618871523169081,-0.8853912713260761,0.5628388115174229,2.9147633356002984,3.0,2.0,30.0,30.0,900.0,8.0,3.0,3.0,9.0,2.0,0.01,401.0
a47bf94d__0,a47bf94d,Public Eval,0,10,9,0.9,172.81869999999998,116.725,1.0,1.0,0.8549956704195962,0.3615298041549148,-0.8893612584050771,0.3408244597486555,1.4441811802476925,3.0,1.0,26.0,26.0,676.0,9.0,26.0,26.0,676.0,9.0,1.0,402.0
8fbca751__0,8fbca751,Public Train,0,9,8,0.8888888888888888,115.2931111111111,70.417,1.4444444444444444,1.0,0.8388575862346864,0.11387031909397212,-0.8895696526892716,0.876332107207593,4.100128048291662,3.0,1.0,8.0,12.0,96.0,2.0,8.0,12.0,96.0,3.0,1.0,403.0
e376de54__0,e376de54,Public Eval,0,3,3,1.0,134.98466666666664,76.825,1.6666666666666667,1.0,0.8494249698208248,0.1886478670099002,-0.8926108917831609,,,3.0,1.0,16.0,16.0,256.0,3.0,16.0,16.0,256.0,3.0,1.0,404.0
fbf15a0b__0,fbf15a0b,Public Train,0,4,4,1.0,114.16900000000001,113.373,2.0,2.0,0.8870367272412694,0.12780621136703835,-0.8927376676493594,,,4.0,2.0,4.0,8.0,32.0,3.0,4.0,4.0,16.0,2.0,0.5,405.0
58490d8a__0,58490d8a,Public Eval,0,9,9,1.0,90.95277777777777,91.472,1.1111111111111112,1.0,0.9492640257538825,0.05566608262592538,-0.9021561915095833,,,3.0,1.0,22.0,25.0,550.0,7.0,9.0,11.0,99.0,5.0,0.18,406.0
e4075551__0,e4075551,Public Train,0,9,8,0.8888888888888888,170.0088888888889,132.385,1.5555555555555556,1.0,0.8377422748494605,0.10902265106637071,-0.9096703200894304,0.8995952502608995,4.121435651493473,3.0,1.0,16.0,15.0,240.0,6.0,16.0,15.0,240.0,7.0,1.0,407.0
62b74c02__0,62b74c02,Public Train,0,9,8,0.8888888888888888,179.40133333333335,129.102,1.7777777777777777,1.0,0.8370789566445458,0.13160355958684358,-0.921795598408495,0.8653584952739845,3.769059993809352,3.0,1.0,4.0,14.0,56.0,5.0,4.0,14.0,56.0,4.0,1.0,408.0
4e7e0eb9__1,4e7e0eb9,Public Train,1,9,8,0.8888888888888888,188.6281111111111,132.356,1.3333333333333333,1.0,0.8370601368175514,0.4692670927828344,-0.9222322330425634,0.35538172292606296,0.9127736254070258,4.0,2.0,29.0,29.0,841.0,10.0,29.0,29.0,841.0,10.0,1.0,409.0
64a7c07e__0,64a7c07e,Public Train,0,9,9,1.0,169.61844444444444,130.149,2.2222222222222223,1.0,0.9481364421265022,0.06000143119708032,-0.9225113862707968,,,3.0,1.0,12.0,12.0,144.0,2.0,12.0,12.0,144.0,2.0,1.0,410.0
d2acf2cb__0,d2acf2cb,Public Train,0,8,8,1.0,110.44437500000001,124.943,1.5,1.0,0.9415512031661006,0.06293298228171212,-0.9242253035841251,,,3.0,1.0,10.0,9.0,90.0,3.0,10.0,9.0,90.0,5.0,1.0,411.0
2c737e39__0,2c737e39,Public Train,0,9,9,1.0,96.7128888888889,57.175,1.2222222222222223,1.0,0.9477471951657319,0.05625083773478387,-0.9294947665181473,,,3.0,1.0,11.0,10.0,110.0,6.0,11.0,10.0,110.0,6.0,1.0,412.0
184a9768__0,184a9768,Public Train,0,9,9,1.0,138.94788888888888,123.236,1.2222222222222223,1.0,0.9477382965323561,0.05636017807476342,-0.9296224529093644,,,3.0,1.0,25.0,26.0,650.0,8.0,25.0,26.0,650.0,7.0,1.0,413.0
d37a1ef5__0,d37a1ef5,Public Train,0,9,9,1.0,87.54777777777778,64.956,1.4444444444444444,1.0,0.9472823327966334,0.05696785114607361,-0.9378740225761815,,,3.0,1.0,13.0,12.0,156.0,3.0,13.0,12.0,156.0,3.0,1.0,414.0
3f23242b__0,3f23242b,Public Train,0,9,9,1.0,225.0028888888889,191.06,1.8888888888888888,1.0,0.9471163181915685,0.05838679415405063,-0.9409094272513584,,,2.0,1.0,17.0,19.0,323.0,2.0,17.0,19.0,323.0,5.0,1.0,415.0
1be83260__1,1be83260,Public Train,1,9,8,0.8888888888888888,263.1396666666667,253.875,1.3333333333333333,1.0,0.8358509245102546,0.2661556882535092,-0.9440128640985944,0.6115288191836377,1.8898109656974924,2.0,2.0,27.0,27.0,729.0,6.0,23.0,23.0,529.0,5.0,0.7256515775034293,416.0
692cd3b6__0,692cd3b6,Public Train,0,9,9,1.0,113.845,87.99,1.8888888888888888,1.0,0.9467560256830053,0.057986550086632865,-0.9473162073239276,,,3.0,1.0,15.0,15.0,225.0,3.0,15.0,15.0,225.0,4.0,1.0,417.0
80a900e0__0,80a900e0,Public Eval,0,3,3,1.0,163.35333333333332,183.505,2.0,2.0,0.8394330951132666,0.19401780117230982,-0.9526549778902227,,,2.0,1.0,22.0,21.0,462.0,8.0,22.0,21.0,462.0,8.0,1.0,418.0
f3e62deb__1,f3e62deb,Public Train,1,9,8,0.8888888888888888,121.84966666666666,109.472,1.7777777777777777,1.0,0.8353230984738047,0.19780234100506705,-0.9532166964049905,0.7702603447297337,3.2002589602142564,6.0,2.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,2.0,1.0,419.0
4b6b68e5__0,4b6b68e5,Public Train,0,9,8,0.8888888888888888,104.57077777777778,103.063,1.1111111111111112,1.0,0.8351270373977318,0.11942736772093064,-0.9568997122908096,0.881525346592238,3.872915800266558,3.0,1.0,26.0,24.0,624.0,8.0,26.0,24.0,624.0,7.0,1.0,420.0
09c534e7__0,09c534e7,Public Train,0,9,8,0.8888888888888888,161.78866666666667,118.364,1.3333333333333333,1.0,0.834760323098053,0.4099471852106581,-0.9633606486356933,0.390135510497103,2.3461803191751462,3.0,1.0,30.0,30.0,900.0,5.0,30.0,30.0,900.0,5.0,1.0,421.0
3e6067c3__0,3e6067c3,Public Eval,0,4,4,1.0,98.753,104.7475,1.0,1.0,0.8775580229640392,0.15671871572798923,-0.9686910250203455,,,3.0,2.0,29.0,29.0,841.0,9.0,29.0,29.0,841.0,9.0,1.0,422.0
e5790162__0,e5790162,Public Train,0,9,9,1.0,80.31888888888889,56.277,1.7777777777777777,1.0,0.9450671045895148,0.061209561209929014,-0.9777207490742023,,,5.0,1.0,10.0,12.0,120.0,4.0,10.0,12.0,120.0,4.0,1.0,423.0
58743b76__0,58743b76,Public Train,0,9,9,1.0,116.75866666666667,86.456,2.2222222222222223,1.0,0.9443519871106462,0.060598126673239716,-0.9906534692501239,,,2.0,1.0,14.0,14.0,196.0,6.0,14.0,14.0,196.0,6.0,1.0,424.0
e8686506__0,e8686506,Public Eval,0,9,9,1.0,125.32711111111111,104.05,1.0,1.0,0.9438339713164842,0.06096104066071447,-1.0000577328086193,,,2.0,1.0,15.0,15.0,225.0,6.0,8.0,5.0,40.0,5.0,0.17777777777777778,425.0
5a719d11__0,5a719d11,Public Train,0,9,8,0.8888888888888888,275.3538888888889,280.387,1.1111111111111112,1.0,0.8322751072147232,0.6267777881311405,-1.008576404317838,0.009356636969267714,0.5395145930871137,3.0,1.0,30.0,16.0,480.0,10.0,30.0,16.0,480.0,7.0,1.0,426.0
ff72ca3e__0,ff72ca3e,Public Train,0,9,9,1.0,244.8487777777778,244.908,1.3333333333333333,1.0,0.943050058204111,0.06156731858407896,-1.014065661781507,,,4.0,1.0,30.0,20.0,600.0,3.0,30.0,20.0,600.0,4.0,1.0,427.0
f5aa3634__0,f5aa3634,Public Train,0,9,9,1.0,58.13433333333333,40.103,1.4444444444444444,1.0,0.9429649788713136,0.062446293422258936,-1.0156508504630788,,,3.0,1.0,15.0,15.0,225.0,9.0,4.0,3.0,12.0,4.0,0.05333333333333334,428.0
4e7e0eb9__0,4e7e0eb9,Public Train,0,4,4,1.0,112.48724999999999,107.6035,1.0,1.0,0.8714030608647356,0.1518100458478429,-1.017829931054252,,,4.0,2.0,19.0,29.0,551.0,8.0,19.0,29.0,551.0,8.0,1.0,429.0
d968ffd4__0,d968ffd4,Public Train,0,2,2,1.0,61.043,61.043,1.0,1.0,0.7415236851070308,0.49488460373660875,-1.022509452066516,,,3.0,2.0,22.0,3.0,66.0,3.0,22.0,3.0,66.0,3.0,1.0,430.0
d968ffd4__1,d968ffd4,Public Train,1,8,7,0.875,69.900625,58.42400000000001,0.875,1.0,0.8103132633509759,0.19025944527842395,-1.0239813293190976,0.7122079740056056,4.084269736970845,3.0,2.0,17.0,6.0,102.0,3.0,17.0,6.0,102.0,3.0,1.0,431.0
996ec1f3__0,996ec1f3,Public Train,0,9,9,1.0,78.96988888888889,61.144,1.1111111111111112,1.0,0.9424778095960027,0.07218789837497579,-1.024389417513469,,,3.0,1.0,19.0,19.0,361.0,10.0,3.0,3.0,9.0,5.0,0.024930747922437674,432.0
e1d2900e__0,e1d2900e,Public Train,0,9,9,1.0,217.10466666666667,141.146,1.7777777777777777,1.0,0.9418024023252131,0.06403045671613494,-1.036598956447306,,,3.0,1.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,3.0,1.0,433.0
71e489b6__0,71e489b6,Public Eval,0,4,4,1.0,145.916,142.211,1.0,1.0,0.8676798569383696,0.16137070454148006,-1.0478085973351055,,,3.0,2.0,16.0,16.0,256.0,2.0,16.0,16.0,256.0,3.0,1.0,434.0
bf45cf4b__0,bf45cf4b,Public Eval,0,9,9,1.0,275.85566666666665,255.758,1.4444444444444444,1.0,0.9410011746603296,0.06516466899842319,-1.050909775870593,,,3.0,1.0,14.0,13.0,182.0,5.0,25.0,25.0,625.0,4.0,3.434065934065934,435.0
1190bc91__0,1190bc91,Public Train,0,10,9,0.9,228.1818,162.756,1.6,1.0,0.8468270409858853,0.3414737815000898,-1.0527561212926668,0.3574982231698649,1.7280998094436646,3.0,1.0,8.0,8.0,64.0,8.0,8.0,8.0,64.0,8.0,1.0,436.0
55059096__0,55059096,Public Train,0,8,8,1.0,102.727125,73.02449999999999,2.0,1.5,0.9331173675260065,0.07781656605409448,-1.05905235394125,,,3.0,1.0,17.0,13.0,221.0,2.0,17.0,13.0,221.0,3.0,1.0,437.0
009d5c81__0,009d5c81,Public Train,0,9,9,1.0,65.14222222222222,68.584,2.111111111111111,1.0,0.9405067793055922,0.06466721214984902,-1.0598118184629033,,,5.0,1.0,14.0,14.0,196.0,3.0,14.0,14.0,196.0,2.0,1.0,438.0
3ad05f52__0,3ad05f52,Public Train,0,9,9,1.0,167.38655555555556,124.243,1.6666666666666667,1.0,0.9404944236844587,0.06813624012350522,-1.0602292097062707,,,3.0,1.0,28.0,28.0,784.0,3.0,28.0,28.0,784.0,3.0,1.0,439.0
5ad8a7c0__0,5ad8a7c0,Public Train,0,9,8,0.8888888888888888,110.7228888888889,93.88,3.2222222222222223,2.0,0.829317671354706,0.2422281836075245,-1.0614018189220285,0.609810952049619,2.883642532586232,5.0,1.0,4.0,6.0,24.0,2.0,4.0,6.0,24.0,2.0,1.0,440.0
bb52a14b__0,bb52a14b,Public Train,0,9,9,1.0,109.34844444444444,105.07,1.1111111111111112,1.0,0.9403795642713408,0.06532080035999013,-1.0621209680968102,,,3.0,1.0,22.0,22.0,484.0,4.0,22.0,22.0,484.0,4.0,1.0,441.0
cb2d8a2c__0,cb2d8a2c,Public Eval,0,4,4,1.0,377.603,241.05599999999998,1.75,1.5,0.8658364712920947,0.16098582967128,-1.0623075635993726,,,4.0,2.0,14.0,26.0,364.0,4.0,14.0,26.0,364.0,3.0,1.0,442.0
9caba7c3__0,9caba7c3,Public Train,0,9,9,1.0,158.77044444444445,168.1,1.4444444444444444,1.0,0.9401606780651287,0.07369780442069396,-1.0661162960433965,,,3.0,1.0,19.0,19.0,361.0,3.0,19.0,19.0,361.0,5.0,1.0,443.0
fd096ab6__0,fd096ab6,Public Train,0,9,9,1.0,224.60977777777777,158.669,2.111111111111111,1.0,0.9401335237811863,0.06507619498458227,-1.0665069345644298,,,2.0,1.0,30.0,30.0,900.0,9.0,30.0,30.0,900.0,9.0,1.0,444.0
5751f35e__0,5751f35e,Public Train,0,9,8,0.8888888888888888,238.23044444444446,80.472,2.5555555555555554,1.0,0.8288973398639847,0.1255107440487968,-1.0688917777588687,0.7733788116067634,4.4549015225238895,2.0,1.0,12.0,12.0,144.0,4.0,12.0,12.0,144.0,3.0,1.0,445.0
1818057f__0,1818057f,Public Eval,0,9,9,1.0,190.12755555555557,109.158,1.3333333333333333,1.0,0.9399747017323065,0.06877221423355721,-1.0695867808975639,,,3.0,1.0,22.0,22.0,484.0,2.0,22.0,22.0,484.0,3.0,1.0,446.0
aa300dc3__0,aa300dc3,Public Train,0,9,9,1.0,115.01477777777778,105.987,1.0,1.0,0.9396114508397202,0.06734416218149,-1.0759551459411425,,,4.0,1.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,3.0,1.0,447.0
bf699163__0,bf699163,Public Train,0,9,8,0.8888888888888888,144.78455555555556,63.282,1.2222222222222223,1.0,0.8283482157432246,0.13458467566026142,-1.078850343423417,0.7962928243391514,4.416185245500079,2.0,1.0,13.0,14.0,182.0,6.0,3.0,3.0,9.0,2.0,0.04945054945054945,448.0
45737921__0,45737921,Public Train,0,8,8,1.0,73.929625,72.8275,1.125,1.0,0.9318147406493014,0.0762068592722575,-1.0799521061716226,,,3.0,1.0,8.0,9.0,72.0,5.0,8.0,9.0,72.0,5.0,1.0,449.0
1990f7a8__0,1990f7a8,Public Train,0,9,8,0.8888888888888888,85.34455555555556,61.044,0.8888888888888888,1.0,0.828237020978138,3.4174611685061165,-1.0807769841947992,-0.3192406446734406,-1.3253178852028884,3.0,1.0,17.0,17.0,289.0,2.0,7.0,7.0,49.0,2.0,0.1695501730103806,450.0
17cae0c1__0,17cae0c1,Public Train,0,9,9,1.0,74.65488888888889,71.958,1.0,1.0,0.9387464442462004,0.06654021489627196,-1.0915257749861231,,,4.0,1.0,3.0,9.0,27.0,2.0,3.0,9.0,27.0,3.0,1.0,451.0
89565ca0__0,89565ca0,Public Eval,0,3,3,1.0,387.3126666666667,419.854,1.0,1.0,0.8135410239032206,0.24641316080509998,-1.1077803691149615,,,3.0,1.0,29.0,30.0,870.0,7.0,5.0,6.0,30.0,6.0,0.034482758620689655,452.0
92e50de0__0,92e50de0,Public Train,0,9,9,1.0,188.60422222222223,181.774,1.6666666666666667,1.0,0.9373293509740752,0.06965475148953795,-1.1170457169237071,,,3.0,1.0,29.0,29.0,841.0,3.0,29.0,29.0,841.0,3.0,1.0,453.0
edcc2ff0__0,edcc2ff0,Public Train,0,8,8,1.0,133.713875,120.3685,2.125,1.5,0.9290856819797231,0.0792763081760478,-1.1235934548944346,,,3.0,1.0,20.0,10.0,200.0,7.0,20.0,10.0,200.0,4.0,1.0,454.0
7d18a6fb__0,7d18a6fb,Public Train,0,9,8,0.8888888888888888,338.7365555555555,98.496,2.0,1.0,0.8258002181543175,0.1760655726983205,-1.1246260570435536,0.7390737209094923,3.5076552428531453,3.0,1.0,16.0,17.0,272.0,7.0,7.0,7.0,49.0,5.0,0.1801470588235294,455.0
992798f6__0,992798f6,Public Train,0,9,9,1.0,98.70933333333333,117.383,1.1111111111111112,1.0,0.9368459136966771,0.06912817213895879,-1.1257219719377527,,,4.0,1.0,16.0,16.0,256.0,3.0,16.0,16.0,256.0,4.0,1.0,456.0
4e469f39__0,4e469f39,Public Train,0,9,9,1.0,76.75066666666666,62.303,1.6666666666666667,1.0,0.9363924695350546,0.07231744796589143,-1.1339504851326137,,,3.0,1.0,10.0,10.0,100.0,2.0,10.0,10.0,100.0,3.0,1.0,457.0
11e1fe23__0,11e1fe23,Public Train,0,9,9,1.0,114.18111111111112,122.581,1.6666666666666667,2.0,0.9363850994359689,0.07255454757208585,-1.1339907448149982,,,2.0,1.0,12.0,14.0,168.0,4.0,12.0,14.0,168.0,5.0,1.0,458.0
a934301b__0,a934301b,Public Train,0,9,9,1.0,124.95222222222225,76.605,1.2222222222222223,1.0,0.9359398353050802,0.07293485638369998,-1.1420384176894078,,,3.0,1.0,13.0,12.0,156.0,3.0,13.0,12.0,156.0,3.0,1.0,459.0
2685904e__0,2685904e,Public Train,0,9,9,1.0,96.289,75.006,1.3333333333333333,1.0,0.9353442547277346,0.07284046111612234,-1.1527880369828254,,,6.0,1.0,10.0,10.0,100.0,8.0,10.0,10.0,100.0,8.0,1.0,460.0
88207623__0,88207623,Public Train,0,9,8,0.8888888888888888,97.95922222222222,78.821,1.0,1.0,0.8241442919760203,0.1755013594192711,-1.1543665795289528,0.6974732244147392,3.783941618950706,2.0,1.0,16.0,18.0,288.0,7.0,16.0,18.0,288.0,7.0,1.0,461.0
3ee1011a__0,3ee1011a,Public Train,0,9,9,1.0,149.3618888888889,104.863,1.2222222222222223,1.0,0.9345545766075739,0.07335807548451033,-1.1670051926024476,,,3.0,1.0,21.0,23.0,483.0,5.0,7.0,7.0,49.0,4.0,0.10144927536231885,462.0
c658a4bd__0,c658a4bd,Public Train,0,9,9,1.0,142.42466666666667,113.565,1.1111111111111112,1.0,0.9337616860227749,0.07522114736625597,-1.1813148849916661,,,2.0,1.0,19.0,19.0,361.0,6.0,10.0,10.0,100.0,5.0,0.2770083102493075,463.0
f1bcbc2c__0,f1bcbc2c,Public Train,0,9,9,1.0,73.06188888888889,66.985,2.0,1.0,0.9336572766635898,0.07454767249550881,-1.1831822606479712,,,4.0,1.0,10.0,10.0,100.0,3.0,10.0,10.0,100.0,4.0,1.0,464.0
705a3229__0,705a3229,Public Train,0,9,8,0.8888888888888888,110.56077777777779,90.935,1.7777777777777777,1.0,0.8224581812465612,0.3455513310635619,-1.1848845429481034,0.4577937561494141,1.83365564169753,4.0,1.0,11.0,16.0,176.0,5.0,11.0,16.0,176.0,5.0,1.0,465.0
103eff5b__0,103eff5b,Public Train,0,9,9,1.0,155.91322222222223,74.299,1.0,1.0,0.9331762621470298,0.07543967904919979,-1.1917687172275218,,,2.0,1.0,16.0,26.0,416.0,5.0,16.0,26.0,416.0,4.0,1.0,466.0
5af49b42__0,5af49b42,Public Train,0,8,8,1.0,144.310875,117.12,1.125,1.0,0.9245257511312787,0.08680220498980083,-1.196505168668473,,,3.0,1.0,17.0,18.0,306.0,10.0,17.0,18.0,306.0,10.0,1.0,467.0
72207abc__0,72207abc,Public Train,0,9,9,1.0,169.30122222222224,132.514,1.4444444444444444,1.0,0.9328138596455499,0.09105989122303959,-1.1983295386324715,,,3.0,1.0,3.0,29.0,87.0,4.0,3.0,29.0,87.0,4.0,1.0,468.0
7e2bad24__0,7e2bad24,Public Train,0,3,3,1.0,71.11633333333333,81.524,1.3333333333333333,1.0,0.7983920318827713,0.29438377027815094,-1.1987425406033696,,,3.0,2.0,16.0,16.0,256.0,4.0,16.0,16.0,256.0,4.0,1.0,469.0
